"Source" "Statistic" "df1" "df2" "Test.Comparison" "Value" "Reported.Comparison" "Reported.P.Value" "Computed" "Raw" "Error" "DecisionError" "OneTail" "OneTailedInTxt" "APAfactor" "folder"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.96 "ns" NA 0.0499957902964409 "Z = 1.96, ns" TRUE TRUE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 6.67 "<" 0.001 2.55803424849589e-11 "Z = 6.67, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.34 "ns" NA 0.733856527927944 "Z = 0.34, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 1 "=" 11.94 "<" 0.001 0.000549414797348521 "Qb(1) = 11.94, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 3.14 "<" 0.001 0.00168947834691725 "Z = 3.14,p < .001" TRUE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.57 "ns" NA 0.116415111277106 "Z = 1.57, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.45 "ns" NA 0.147058519219297 "Z = 1.45, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.2 "ns" NA 0.841480581121794 "Z = 0.20, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.7 "ns" NA 0.0891309255170861 "Z = 1.70, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.8 "ns" NA 0.423710797166793 "Z = 0.80, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.18 "ns" NA 0.857152568198199 "Z = 0.18, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.45 "ns" NA 0.65271044057584 "Z = 0.45, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 5.9 "<" 0.001 3.63501572619886e-09 "Z = 5.90, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 5.22 "<" 0.001 1.78923130725815e-07 "Z = 5.22, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 6.03 "<" 0.001 1.63959679129026e-09 "Z = 6.03, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 3.07 "<" 0.01 0.00214058770935785 "Z = 3.07, p < .01" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 2.78 "<" 0.01 0.00543588984540252 "Z = 2.78, p < .01" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 2.81 "<" 0.01 0.00495414999757172 "Z = 2.81, p < .01" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 2.65 "<" 0.01 0.00804917708551662 "Z = 2.65, p < .01" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.58 "ns" NA 0.114106866475508 "Z = 1.58, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Q" NA 1 "=" 15.22 "<" 0.001 9.56846697618158e-05 "Q( 1) = 15.22, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 4 "=" 8.58 "ns" NA 0.0724990548230606 "Qb(4) = 8.58, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 3 59 "=" 0.35 "<" 0.79 0.78927401193692 "F(3, 59) = 0.35, p < .79" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 2 60 "=" 0.98 "<" 0.38 0.38123717163504 "F(2, 60) = 0.98, p < .38" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 3 57 "=" 1.52 "<" 0.22 0.219102872566197 "F(3, 57) = 1.52, p < .22" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 5 57 "=" 4.36 "<" 0.002 0.00198242226426071 "F(5, 57) = 4.36, p < .002" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 59 "=" 0.27 "<" 0.61 0.605275822125686 "F(1, 59) = 0.27, p < .61" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 2 60 "=" 1.11 "<" 0.34 0.336230656310593 "F(2, 60) = 1.11, p < .34" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 57 "=" 0.58 "<" 0.45 0.449451930012146 "F(1, 57) = 0.58, p < .45" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 57 "=" 4.22 "<" 0.04 0.0445458421898232 "F(1, 57) = 4.22, p < .04" TRUE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 57 "=" 0.29 "<" 0.59 0.592317447302202 "F(1, 57) = 0.29, p < .59" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 57 "=" 0.16 "<" 0.7 0.690651630886158 "F(1, 57) = 0.16, p < .70" FALSE FALSE FALSE FALSE 0.85 "josh"
"Qin (1995)_Cooperative vs competitive efforts" "F" 1 57 "=" 2.35 "<" 0.13 0.130815047356528 "F(1, 57) = 2.35, p < .13" TRUE FALSE FALSE FALSE 0.85 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Chi2" 53 NA "=" 78 "<" 0.01 0.0143133742483475 " X2(53)= 78, p < .01" TRUE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Chi2" 50 NA "=" 49.19 ">" 0.5 0.505833083315404 " X2(50) = 49.19, p > .50" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "F" 5 41 "=" 2.09 "=" 0.09 0.0861661129786705 "F(5, 41) = 2.09, p = .09" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "F" 3 43 "=" 3.18 "=" 0.03 0.0333503262164068 "F(3, 43) = 3.18, p = .03" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Z" NA NA "=" 1.42 ">" 0.1 0.155607681053093 "Z = 1.42, p > .10" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Z" NA NA "=" 2.16 "<" 0.05 0.0307726695678509 "Z = 2.16, p < .05" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Z" NA NA "=" -1.03 ">" 0.1 0.303010005576687 "Z = -1.03, p > .10" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "Z" NA NA "=" 2.51 "<" 0.02 0.0120731161608253 "Z = 2.51, p < .02" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "r" NA 36 "=" 0.16 ">" 0.3 0.337276983196097 "r(36) = .16, p > .30" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "r" NA 36 "=" 0.01 ">" 0.9 0.952485111589794 "r(36) = .01, p > .90" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "r" NA 44 "=" -0.05 ">" 0.7 0.741407270661831 "r(44) = -.05, p > .70" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "r" NA 49 "=" 0.25 "=" 0.08 0.0768421463477596 "r(49) = .25, p = .08" FALSE FALSE FALSE FALSE 0.59 "josh"
"Rind (1998)_A meta-analytic examination of assumed properties of child sexual abuse using college samples" "r" NA 48 "=" -0.04 ">" 0.7 0.782702317866487 "r(48) = -.04, p > .70" FALSE FALSE FALSE FALSE 0.59 "josh"
"Ross (1988)_A MA of training students" "F" 2 59 "=" 3.6039 "<" 0.03 0.0333667732288957 "F(2,59) = 3.6039, p < .03" TRUE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 3 10 "=" 4.1374 "<" 0.038 0.0378961252293996 "F(3,10) = 4.1374, p < .038" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 58 "=" 2.8377 "<" 0.0667 0.06671646707885 "F(2,58) = 2.8377, p < .0667" TRUE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 65 "=" 5.4 "<" 0.007 0.00676760352333019 "F(2,65)= 5.40, p < .007" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 54 "=" 5.9593 "<" 0.005 0.00458581137696783 "F(2,54) = 5.9593, p < .005" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 12 "=" 4.28 "<" 0.04 0.0395320025171771 "F(2,12)= 4.28,p < .04" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 27 "=" 5.8669 "<" 0.008 0.00765939361278395 "F(2,27)= 5.8669, p < .008" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 1 3 "=" 82.9049 "<" 0.003 0.00279934440264415 "F(1,3) = 82.9049, p < .003" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 62 "=" 2.7912 "<" 0.0691 0.0690717484964194 "F(2,62) = 2.7912, p < .0691" FALSE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 43 "=" 4.7798 "<" 0.0131 0.013352195720282 "F(2,43) = 4.7798, p < .0131" TRUE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 44 "=" 5.9564 "<" 0.0051 0.00513702373163524 "F(2,44) = 5.9564, p < .0051" TRUE FALSE FALSE FALSE 0.6 "josh"
"Ross (1988)_A MA of training students" "F" 2 39 "=" 5.332 "<" 0.009 0.00897318826681767 "F(2,39) = 5.332, p < .0090" FALSE FALSE FALSE FALSE 0.6 "josh"
"Stahl (1989)_Whole language experience approaches for beginning readers" "t" NA 28 "=" 4.69 "<" 0.005 6.47143548761502e-05 "t(28)= 4.69, p < .005" FALSE FALSE FALSE TRUE 0.3 "josh"
"Stahl (1989)_Whole language experience approaches for beginning readers" "t" NA 115 "=" 4.68 "<" 0.001 7.895762370193e-06 "t(115)= 4.68, p < .001" FALSE FALSE FALSE TRUE 0.3 "josh"
"Stahl (1989)_Whole language experience approaches for beginning readers" "Chi2" 2 NA "=" 17.78 "<" 0.01 0.000137759657981586 "x2(2)= 17.78, p < .01" FALSE FALSE FALSE TRUE 0.3 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 16 NA "=" 45.71 "<" 0.001 0.000107938630242197 " X 2(16, N = 377) = 45.71, p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 2 NA "=" 20.81 "<" 0.001 3.02807003661809e-05 " A2(2,N= 180)= 20.81, p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 3 NA "=" 40.8 "<" 0.001 7.2100930207873e-09 " X2(3, N = 180) = 40.80, p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 4 NA "=" 58.49 "<" 0.001 6.02159393474189e-12 " A2(4, N = 180) = 58.49, p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 5 NA "=" 66.22 "<" 0.001 6.25654730179104e-13 " X2(5,N = 180) = 66.22, p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (1998)_Experimental intervention research on students with LD" "Chi2" 174 NA "=" 290.34 "<" 0.001 7.42266530694196e-08 " X2(174,N= 180)= 290.34,p < .001" FALSE FALSE FALSE FALSE 0.46 "josh"
"Swanson (2006)_A selective MA of math disability literatures" "Chi2" 9 NA "=" 77.73 "<" 0.001 4.55822920954461e-13 " 2 (9, N = 193) = 77.73, p < .001" FALSE FALSE FALSE FALSE 0.31 "josh"
"Swanson (2006)_A selective MA of math disability literatures" "Chi2" 8 NA "=" 57.17 "<" 0.001 1.66830377906659e-09 " 2 (8, N = 57) = 57.17, p < .001" FALSE FALSE FALSE FALSE 0.31 "josh"
"Swanson (2006)_A selective MA of math disability literatures" "Chi2" 1 NA "=" 8.76 "<" 0.01 0.00307909049103993 " 2 (1, N = 193) = 8.76, p < .01" FALSE FALSE FALSE FALSE 0.31 "josh"
"Swanson (2006)_A selective MA of math disability literatures" "Chi2" 1 NA "=" 4.75 "<" 0.05 0.0292982944045505 " 2 (1, N = 193) = 4.75, p < .05" FALSE FALSE FALSE FALSE 0.31 "josh"
"Swanson (2006)_A selective MA of math disability literatures" "Chi2" 1 NA "=" 0.1 ">" 0.05 0.751829634045849 " 2 (1, N = 193) = .10, p > .05" FALSE FALSE FALSE FALSE 0.31 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 39 "=" 266.87 "<" 0.001 9.74466641459557e-36 "Q(39) = 266.87, p < .001" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 2 "=" 17.24 "<" 0.01 0.000180460254701048 "Q(2)= 17.24,p < .01" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 2 "=" 1.58 ">" 0.4 0.453844795282356 "Q(2) = 1.58,p > .40" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 3 "=" 1.53 ">" 0.6 0.67536385461478 "Q(3) = 1.53, p > .60" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 1 "=" 4.88 ">" 0.02 0.0271696191669388 "Q(1)= 4.88, p > .02" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 1 "=" 3.28 ">" 0.05 0.0701289289878312 "Q(1) = 3.28, p > .05" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 2 "=" 18.89 "<" 0.01 7.90839983591367e-05 "Q(2) = 18.89, p < .01" FALSE FALSE FALSE FALSE 0.44 "josh"
"Veenman (1996)_Effects of multigrade and multage classes" "Q" NA 3 "=" 18.47 "<" 0.01 0.000351812253023374 "Q(3) = 18.47, p < .01" FALSE FALSE FALSE FALSE 0.44 "josh"
"Wood (1987)_MA review of sex differences in group performance" "Z" NA NA "=" 1.2 "<" 0.2 0.230139340443417 "Z = 1.20, p < .20" FALSE FALSE FALSE TRUE 0.04 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Qw" NA 16 "=" 41.91 "<" 0.001 0.000406976268963469 "Qw(16) = 41.91, p < .001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 3 NA "=" 8.52 "<" 0.05 0.0364027579221004 " X2(3, N = 17) = 8.52, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 3 NA "=" 0.61 ">" 0.05 0.894139334595355 " X2(3, N = 15) = .61, p > .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 3 NA "=" 9.59 "<" 0.05 0.0223929373311374 " X2(3, N = 20) = 9.59, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 3 NA "=" 11.88 "<" 0.01 0.00780574075183067 " X2(3, N = 8 ) = 11.88, p < .01" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 7.38 "<" 0.05 0.0249720020422762 " X2(2, N = 11) = 7.38, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 6.72 "<" 0.05 0.0347352589447386 " X2(2, N = 9) = 6.72, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 7.88 "<" 0.05 0.0194482147453854 " X2(2, N = 8) = 7.88, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 8.45 "<" 0.05 0.0146253347095942 " X2(2, N = 10) = 8.45,p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 9.31 "<" 0.01 0.00951391324196363 " X2(2, N = 11) = 9.31, p < .01" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 11.95 "<" 0.005 0.00254150208676886 " X2(2, N = 18) = 11.95,p < .005" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 14.82 "<" 0.001 0.000605170694535053 " X2(2, N = 7) = 14.82, p < .001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 14.12 "<" 1e-04 0.000858778093974337 " X2(2, N = 17) = 14.12, p < .0001" TRUE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 16.85 "<" 1e-04 0.000219315330162919 " X2(2, N = 14) = 16.85, p < .0001" TRUE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 19.73 "<" 1e-04 5.19618896201299e-05 " X2(2, N = 6) = 19.73, p < .0001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 6.72 "<" 0.05 0.0347352589447386 " X2(2, N = 12) = 6.72, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 1 NA "=" 13.44 "<" 5e-04 0.000246315621673815 " X2(1, N = 15) = 13.44, p < .0005" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 23.65 "<" 1e-04 7.31926971996515e-06 " X2(2, N = 14) = 23.65, p < .0001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 6.76 "<" 0.05 0.0340474547345993 " X2(2, N = 9) = 6.76, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 7.05 "<" 0.05 0.0294518073691073 " X2(2, N = 16) = 7.05, p < .05" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 11.23 "<" 0.005 0.00364280969813229 " X2(2, N = 6) = 11.23, p < .005" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 2 NA "=" 20.84 "<" 1e-04 2.98298794702676e-05 " X2(2, N = 7) = 20.84, p < .0001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 1 NA "=" 19.82 "<" 1e-04 8.50876973456357e-06 " X2( 1, N = 10) = 19.82, p < .0001" FALSE FALSE FALSE FALSE 0.52 "josh"
"Yirmiya (1998)_Meta-analyses comparing theory of mind abilities of individuals" "Chi2" 1 NA "=" 8.96 "<" 0.005 0.00275954893530291 " X2(1, N = 10) = 8.96, p < .005" FALSE FALSE FALSE FALSE 0.52 "josh"
